Candidate ID Number,Position Title,Department,Furthest Recruiting Stage Reached,Date of Application,Application Source,Years of Experience,Candidate Type,Degree,School,Major,Degree.1,School.1,Major.1,Degree.2,School.2,Major.2,Degree.3,School.3,Major.3,Highest Degree Level,Associated School,Associated Major,Offer Decision
4697952,Associate Relationship Manager,Sales,New Application,2018-02-16,Campus Job Board,0,Campus,Bachelors,NYU,Political Science,,,,,,,,,,Bachelors,NYU,Political Science,
8793,System Engineer,Engineering,New Application,2017-10-28,Campus Job Board,0,Campus,Bachelors,Georgia Tech,Computer Science,,,,,,,,,,Bachelors,Georgia Tech,Computer Science,
2701016,Account Executive,Sales,New Application,2018-11-05,Agency,7,Experienced,Bachelors,University of Michigan,Economics,,,,,,,,,,Bachelors,University of Michigan,Economics,
3181877,Associate Product Manager,Product,In-House Interview,2017-02-05,Campus Job Board,0,Campus,Bachelors,NYU,Statistics,,,,,,,,,,Bachelors,NYU,Statistics,
279077,System Engineer,Engineering,New Application,2017-10-21,Campus Event,2,Campus,Bachelors,Georgia Tech,Statistics,PhD,Vanderbilt,Statistics,,,,,,,PhD,Vanderbilt,Statistics,
5065781,System Engineer,Engineering,New Application,2016-11-08,Campus Job Board,0,Campus,Bachelors,Harvard,English,,,,,,,,,,Bachelors,Harvard,English,
5529821,System Engineer,Engineering,New Application,2016-09-15,Career Fair,2,Campus,Masters,Harvard,Statistics,Bachelors,NYU,Computer Science,Bachelors,NYU,Computer Science,,,,Masters,Harvard,Statistics,
6172431,Associate Product Manager,Product,Phone Screen,2016-01-25,Campus Job Board,0,Campus,Bachelors,University of Michigan,Economics,,,,,,,,,,Bachelors,University of Michigan,Economics,
6077852,Financial Analyst,Finance,New Application,2018-12-17,Website,0,Campus,Bachelors,NYU,Political Science,,,,,,,,,,Bachelors,NYU,Political Science,
6223074,Associate Relationship Manager,Sales,Phone Screen,2017-10-26,Campus Job Board,0,Campus,Bachelors,Georgia Tech,Economics,,,,,,,,,,Bachelors,Georgia Tech,Economics,
3206,System Engineer,Engineering,Offer Accepted,2017-09-17,Career Fair,0,Campus,Bachelors,MIT,Computer Science,,,,,,,,,,Bachelors,MIT,Computer Science,Offer Accepted
6470,Operations Coordinator,Operations,New Application,2018-11-13,Career Fair,0,Campus,Bachelors,University of Texas,Economics,,,,,,,,,,Bachelors,University of Texas,Economics,
4604456,Associate Relationship Manager,Sales,New Application,2018-02-07,Campus Job Board,0,Campus,Masters,NYU,Classics,Bachelors,University of Washington,Classics,,,,,,,Masters,NYU,Classics,
3051762,Associate Product Manager,Product,New Application,2016-10-23,Campus Job Board,2,Campus,Bachelors,University of Washington,Economics,Bachelors,University of Texas,Statistics,,,,,,,Bachelors,University of Washington,Economics,
699734,Associate Product Manager,Product,New Application,2018-03-17,Campus Job Board,0,Campus,Bachelors,Harvard,Statistics,,,,,,,,,,Bachelors,Harvard,Statistics,
1758246,System Engineer,Engineering,New Application,2017-10-15,Campus Job Board,0,Campus,Bachelors,Harvard,English,,,,,,,,,,Bachelors,Harvard,English,
2676002,Associate Relationship Manager,Sales,New Application,2018-08-27,Campus Event,0,Campus,Bachelors,NYU,Economics,,,,,,,,,,Bachelors,NYU,Economics,
2258882,Financial Analyst,Finance,New Application,2016-11-02,Career Fair,0,Campus,Bachelors,Columbia,Mathematics,,,,,,,,,,Bachelors,Columbia,Mathematics,
5031186,Sr. Business Analyst,IT,New Application,2016-05-01,Career Fair,10,Experienced,Bachelors,NYU,Computer Science,,,,,,,,,,Bachelors,NYU,Computer Science,
4740491,Associate Relationship Manager,Sales,New Application,2016-01-05,Campus Event,0,Campus,PhD,Harvard,Mathematics,Bachelors,NYU,Physics,,,,,,,PhD,Harvard,Mathematics,
1097711,Sr. Customer Service Operations Associate,Operations,New Application,2017-10-06,Website,8,Experienced,Bachelors,Harvard,Sociology,,,,,,,,,,Bachelors,Harvard,Sociology,
1265006,Associate Product Manager,Product,New Application,2018-08-21,Campus Event,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,,Bachelors,Harvard,Computer Science,
6183411,Associate Product Manager,Product,Phone Screen,2018-12-12,Campus Job Board,0,Campus,Bachelors,Columbia,Computer Science,PhD,Harvard,Computer Science,,,,,,,PhD,Harvard,Computer Science,
6282177,Associate Relationship Manager,Sales,Phone Screen,2016-11-12,Campus Job Board,0,Campus,Bachelors,Columbia,English,Bachelors,NYU,Psychology,,,,,,,Bachelors,Columbia,English,
6090587,Finance Manager,Finance,Phone Screen,2018-09-08,Career Fair,4,Experienced,Masters,MIT,Mathematics,Bachelors,UC Berkeley,English,Bachelors,UC Berkeley,English,,,,Masters,MIT,Mathematics,
6137099,Operations Coordinator,Operations,New Application,2016-09-29,Campus Job Board,0,Campus,Bachelors,NYU,English,Masters,Columbia,Computer Science,PhD,UC Berkeley,Computer Science,,,,PhD,UC Berkeley,Computer Science,
2438997,System Engineer,Engineering,New Application,2016-11-19,Campus Job Board,1,Campus,PhD,NYU,Computer Science,Bachelors,Harvard,English,,,,,,,PhD,NYU,Computer Science,
588561,Associate Relationship Manager,Sales,New Application,2018-09-03,Campus Job Board,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,,Bachelors,NYU,Mathematics,
944709,System Engineer,Engineering,In-House Interview,2016-10-18,Career Fair,2,Campus,PhD,Harvard,Mathematics,Masters,UC Berkeley,Statistics,Bachelors,MIT,Computer Science,,,,PhD,Harvard,Mathematics,
4550609,Operations Generalist,Operations,New Application,2017-10-08,Career Fair,1,Campus,Bachelors,Georgia Tech,Mathematics,PhD,University of Texas,Mathematics,,,,,,,PhD,University of Texas,Mathematics,
6213381,System Engineer,Engineering,Phone Screen,2018-09-06,Career Fair,0,Campus,Masters,NYU,Physics,Bachelors,Columbia,Statistics,Bachelors,Columbia,Mathematics,,,,Masters,NYU,Physics,
3249242,System Engineer,Engineering,New Application,2018-10-08,Campus Event,0,Campus,PhD,Harvard,Mathematics,Masters,Columbia,Statistics,Bachelors,University of Texas,Statistics,,,,PhD,Harvard,Mathematics,
2180697,Operations Generalist,Operations,New Application,2018-08-21,Campus Event,0,Campus,Bachelors,NYU,Political Science,,,,,,,,,,Bachelors,NYU,Political Science,
6272592,System Engineer,Engineering,Phone Screen,2018-03-03,Advertisement,2,Campus,PhD,MIT,Statistics,Bachelors,Harvard,Mathematics,,,,,,,PhD,MIT,Statistics,
1985726,System Engineer,Engineering,New Application,2017-01-08,Advertisement,0,Campus,Bachelors,University of Texas,English,,,,,,,,,,Bachelors,University of Texas,English,
6276399,Associate Product Manager,Product,New Application,2016-02-26,Advertisement,0,Campus,Bachelors,MIT,Computer Science,,,,,,,,,,Bachelors,MIT,Computer Science,
486206,Sr. Business Analyst,IT,New Application,2018-07-25,Advertisement,7,Experienced,Bachelors,Harvard,Computer Science,Bachelors,NYU,Statistics,,,,,,,Bachelors,Harvard,Computer Science,
2765,Associate Relationship Manager,Sales,Offer Accepted,2016-10-20,Website,0,Campus,Bachelors,Harvard,Classics,,,,,,,,,,Bachelors,Harvard,Classics,Offer Accepted
6079982,Account Executive,Sales,Phone Screen,2018-10-26,Website,3,Experienced,Bachelors,MIT,Computer Science,,,,,,,,,,Bachelors,MIT,Computer Science,
3066351,Associate Product Manager,Product,In-House Interview,2017-09-02,Campus Event,3,Campus,PhD,Harvard,Computer Science,Bachelors,Georgia Tech,Statistics,,,,,,,PhD,Harvard,Computer Science,
103421,Associate Relationship Manager,Sales,New Application,2018-01-08,Campus Job Board,0,Campus,Bachelors,Harvard,Economics,,,,,,,,,,Bachelors,Harvard,Economics,
79101,System Engineer,Engineering,New Application,2017-09-06,Career Fair,0,Campus,Bachelors,Vanderbilt,Statistics,,,,,,,,,,Bachelors,Vanderbilt,Statistics,
3858126,Associate Relationship Manager,Sales,In-House Interview,2017-12-07,Campus Job Board,0,Campus,Bachelors,University of Michigan,Mathematics,Bachelors,Columbia,Mathematics,,,,,,,Bachelors,University of Michigan,Mathematics,
257246,Associate Product Manager,Product,New Application,2018-08-14,Campus Job Board,0,Campus,Bachelors,UC Berkeley,Computer Science,,,,,,,,,,Bachelors,UC Berkeley,Computer Science,
6075611,Associate Relationship Manager,Sales,Phone Screen,2017-01-03,Campus Job Board,0,Campus,Bachelors,University of Texas,Economics,,,,,,,,,,Bachelors,University of Texas,Economics,
13790,Financial Analyst,Finance,New Application,2018-08-12,Career Fair,0,Campus,Bachelors,University of Texas,Physics,,,,,,,,,,Bachelors,University of Texas,Physics,
4780167,System Engineer,Engineering,In-House Interview,2016-09-21,Website,0,Campus,Bachelors,University of Texas,Statistics,PhD,NYU,Computer Science,,,,,,,PhD,NYU,Computer Science,
2541692,Associate Relationship Manager,Sales,New Application,2016-10-19,Campus Job Board,0,Campus,Bachelors,University of Texas,Political Science,,,,,,,,,,Bachelors,University of Texas,Political Science,
4704017,System Engineer,Engineering,New Application,2017-11-03,Campus Job Board,0,Campus,Bachelors,Columbia,Statistics,,,,,,,,,,Bachelors,Columbia,Statistics,
996072,Associate Product Manager,Product,New Application,2018-10-09,Campus Job Board,0,Campus,Bachelors,NYU,Statistics,,,,,,,,,,Bachelors,NYU,Statistics,
735206,Associate Product Manager,Product,New Application,2016-01-11,Campus Job Board,0,Campus,Bachelors,MIT,Computer Science,,,,,,,,,,Bachelors,MIT,Computer Science,
989402,Operations Coordinator,Operations,New Application,2016-10-21,Campus Job Board,1,Campus,Masters,University of Texas,Sociology,Bachelors,Georgia Tech,Statistics,,,,,,,Masters,University of Texas,Sociology,
5493642,Operations Coordinator,Operations,New Application,2016-09-14,Campus Event,1,Campus,Bachelors,MIT,Mathematics,PhD,Harvard,Computer Science,,,,,,,PhD,Harvard,Computer Science,
5935776,System Engineer,Engineering,In-House Interview,2018-10-25,Career Fair,0,Campus,Bachelors,MIT,Statistics,,,,,,,,,,Bachelors,MIT,Statistics,
534941,IT Analyst,IT,New Application,2017-09-28,Campus Job Board,1,Campus,Bachelors,Georgia Tech,Computer Science,PhD,University of Texas,Statistics,,,,,,,PhD,University of Texas,Statistics,
2563827,System Engineer,Engineering,In-House Interview,2018-08-09,Career Fair,0,Campus,Bachelors,MIT,Computer Science,,,,,,,,,,Bachelors,MIT,Computer Science,
3363137,System Engineer,Engineering,New Application,2017-10-26,Campus Job Board,0,Campus,Bachelors,University of Michigan,Physics,,,,,,,,,,Bachelors,University of Michigan,Physics,
104391,System Engineer,Engineering,New Application,2016-01-16,Campus Job Board,0,Campus,Bachelors,Vanderbilt,Computer Science,,,,,,,,,,Bachelors,Vanderbilt,Computer Science,
221918,System Engineer,Engineering,Phone Screen,2017-10-29,Campus Job Board,0,Campus,Bachelors,Harvard,Economics,,,,,,,,,,Bachelors,Harvard,Economics,
2776784,Associate Product Manager,Product,New Application,2016-09-15,Campus Job Board,0,Campus,Bachelors,University of Washington,Management,,,,,,,,,,Bachelors,University of Washington,Management,
800927,Sr. Customer Service Operations Associate,Operations,New Application,2018-05-17,Website,5,Experienced,Masters,Columbia,Political Science,Bachelors,Harvard,Political Science,Bachelors,Harvard,Business,,,,Masters,Columbia,Political Science,
6199952,System Engineer,Engineering,Phone Screen,2018-11-05,Campus Event,1,Campus,Bachelors,Georgia Tech,Statistics,PhD,Georgia Tech,Computer Science,,,,,,,PhD,Georgia Tech,Computer Science,
6081711,System Engineer,Engineering,Phone Screen,2016-09-06,Campus Job Board,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,,Bachelors,Harvard,Mathematics,
6106092,Sr. Business Analyst,IT,Phone Screen,2016-05-12,Internal Referral,8,Experienced,Bachelors,Harvard,Statistics,,,,,,,,,,Bachelors,Harvard,Statistics,
6090401,Associate Relationship Manager,Sales,Phone Screen,2018-08-30,Website,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,,Bachelors,Harvard,Mathematics,
6320652,Associate Relationship Manager,Sales,Phone Screen,2018-02-28,Website,0,Campus,Bachelors,MIT,English,Bachelors,Columbia,Psychology,,,,,,,Bachelors,MIT,English,
137672,IT Analyst,IT,New Application,2017-08-24,Campus Job Board,0,Campus,Bachelors,MIT,Computer Science,,,,,,,,,,Bachelors,MIT,Computer Science,
364682,Financial Analyst,Finance,New Application,2018-10-30,Advertisement,0,Campus,Masters,NYU,Political Science,Bachelors,NYU,Statistics,Bachelors,NYU,Business,,,,Masters,NYU,Political Science,
395186,IT Analyst,IT,New Application,2018-09-09,Website,0,Campus,Bachelors,University of Texas,Computer Science,,,,,,,,,,Bachelors,University of Texas,Computer Science,
159236,Operations Generalist,Operations,New Application,2018-01-25,Campus Job Board,1,Campus,Masters,University of Texas,Economics,Bachelors,MIT,Physics,Bachelors,MIT,Economics,,,,Masters,University of Texas,Economics,
2991362,System Engineer,Engineering,In-House Interview,2018-08-06,Campus Event,3,Campus,PhD,NYU,Statistics,Masters,Georgia Tech,Statistics,Bachelors,NYU,Computer Science,,,,PhD,NYU,Statistics,
215057,System Engineer,Engineering,New Application,2017-11-20,Campus Job Board,0,Campus,Bachelors,University of Washington,Statistics,,,,,,,,,,Bachelors,University of Washington,Statistics,
3335109,Associate Relationship Manager,Sales,New Application,2018-10-16,Website,0,Campus,Bachelors,Columbia,Statistics,,,,,,,,,,Bachelors,Columbia,Statistics,
3350382,Associate Relationship Manager,Sales,New Application,2016-11-20,Campus Job Board,2,Campus,PhD,University of Texas,Computer Science,Bachelors,Columbia,Computer Science,,,,,,,PhD,University of Texas,Computer Science,
2572709,System Engineer,Engineering,New Application,2018-01-09,Campus Job Board,1,Campus,Masters,UC Berkeley,Statistics,Bachelors,NYU,English,Bachelors,NYU,Mathematics,,,,Masters,UC Berkeley,Statistics,
186801,Sr. Business Analyst,IT,In-House Interview,2017-03-24,Agency,15,Experienced,Bachelors,MIT,Computer Science,,,,,,,,,,Bachelors,MIT,Computer Science,
2383136,Associate Relationship Manager,Sales,New Application,2018-10-27,Campus Job Board,1,Campus,Masters,UC Berkeley,Statistics,Bachelors,University of Washington,Music,,,,,,,Masters,UC Berkeley,Statistics,
2044391,Sr. Customer Service Operations Associate,Operations,New Application,2016-04-09,Agency,4,Experienced,Bachelors,MIT,Management,Bachelors,University of Texas,Economics,,,,,,,Bachelors,MIT,Management,
504812,Associate Relationship Manager,Sales,New Application,2017-12-16,Campus Job Board,0,Campus,Bachelors,MIT,Sociology,Bachelors,University of Michigan,Management,,,,,,,Bachelors,MIT,Sociology,
5695796,System Engineer,Engineering,New Application,2016-12-22,Campus Job Board,0,Campus,Bachelors,Columbia,Statistics,,,,,,,,,,Bachelors,Columbia,Statistics,
4318112,Operations Coordinator,Operations,New Application,2018-11-23,Campus Event,0,Campus,Bachelors,Harvard,Political Science,,,,,,,,,,Bachelors,Harvard,Political Science,
4437996,System Engineer,Engineering,New Application,2018-01-08,Campus Job Board,2,Campus,Masters,Harvard,Mathematics,Bachelors,MIT,Physics,PhD,Harvard,English,,,,PhD,Harvard,English,
107142,Financial Analyst,Finance,New Application,2016-02-18,Advertisement,2,Campus,Bachelors,Vanderbilt,Computer Science,PhD,Harvard,Mathematics,,,,,,,PhD,Harvard,Mathematics,
1110446,Sr. Product Manager,Product,In-House Interview,2018-09-09,Website,8,Experienced,Bachelors,Columbia,Economics,,,,,,,,,,Bachelors,Columbia,Economics,
4225712,Finance Manager,Finance,New Application,2018-11-15,Website,6,Experienced,Masters,UC Berkeley,Economics,Bachelors,MIT,Statistics,Bachelors,MIT,Political Science,,,,Masters,UC Berkeley,Economics,
6208136,Associate Relationship Manager,Sales,New Application,2016-12-16,Career Fair,0,Campus,Bachelors,MIT,Physics,,,,,,,,,,Bachelors,MIT,Physics,
6190082,Business Operations Manager,Operations,Phone Screen,2016-12-13,Advertisement,7,Experienced,Bachelors,Georgia Tech,Economics,,,,,,,,,,Bachelors,Georgia Tech,Economics,
3473862,Associate Relationship Manager,Sales,New Application,2018-08-03,Campus Job Board,1,Campus,Bachelors,University of Michigan,Management,Bachelors,University of Washington,Statistics,,,,,,,Bachelors,University of Michigan,Management,
4953011,Business Operations Manager,Operations,New Application,2018-11-18,Website,4,Experienced,Bachelors,Columbia,Economics,,,,,,,,,,Bachelors,Columbia,Economics,
69993,System Engineer,Engineering,New Application,2018-10-28,Career Fair,0,Campus,Bachelors,NYU,Statistics,,,,,,,,,,Bachelors,NYU,Statistics,
199971,System Engineer,Engineering,New Application,2017-10-19,Campus Job Board,0,Campus,Bachelors,NYU,Statistics,,,,,,,,,,Bachelors,NYU,Statistics,
618576,Associate Relationship Manager,Sales,New Application,2018-09-02,Campus Event,0,Campus,Bachelors,Georgia Tech,Statistics,,,,,,,,,,Bachelors,Georgia Tech,Statistics,
59081,System Engineer,Engineering,Phone Screen,2018-08-29,Career Fair,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,,Bachelors,Harvard,Mathematics,
5562816,System Engineer,Engineering,In-House Interview,2018-09-28,Campus Event,3,Campus,Bachelors,Columbia,Physics,PhD,MIT,Computer Science,,,,,,,PhD,MIT,Computer Science,
265121,System Engineer,Engineering,New Application,2018-10-17,Campus Job Board,3,Campus,Bachelors,Columbia,Computer Science,Masters,University of Washington,Statistics,Masters,UC Berkeley,Physics,,,,Masters,University of Washington,Statistics,
1545407,System Engineer,Engineering,New Application,2018-08-04,Campus Job Board,1,Campus,PhD,Columbia,English,Masters,Harvard,English,Bachelors,MIT,Economics,Bachelors,Vanderbilt,Physics,PhD,Columbia,English,
17343,System Engineer,Engineering,New Application,2017-12-29,Campus Job Board,0,Campus,Bachelors,Georgia Tech,Mathematics,,,,,,,,,,Bachelors,Georgia Tech,Mathematics,
69626,Operations Coordinator,Operations,New Application,2017-02-26,Advertisement,0,Campus,Bachelors,University of Washington,Mathematics,,,,,,,,,,Bachelors,University of Washington,Mathematics,
2774472,Associate Relationship Manager,Sales,New Application,2016-01-18,Campus Job Board,1,Campus,Masters,Harvard,Psychology,Bachelors,MIT,Psychology,,,,,,,Masters,Harvard,Psychology,
903701,Operations Coordinator,Operations,New Application,2018-10-21,Campus Event,0,Campus,Masters,MIT,Political Science,Bachelors,University of Texas,Statistics,,,,,,,Masters,MIT,Political Science,
430601,Associate Relationship Manager,Sales,New Application,2018-01-06,Campus Job Board,0,Campus,Bachelors,MIT,English,Masters,Columbia,Physics,Masters,University of Michigan,Statistics,,,,Masters,Columbia,Physics,
584627,Associate Relationship Manager,Sales,New Application,2018-10-04,Campus Event,0,Campus,Bachelors,Harvard,Management,,,,,,,,,,Bachelors,Harvard,Management,
6084371,Financial Analyst,Finance,New Application,2016-03-15,Campus Job Board,0,Campus,Bachelors,University of Michigan,Sociology,,,,,,,,,,Bachelors,University of Michigan,Sociology,
4476359,System Engineer,Engineering,New Application,2017-02-08,Career Fair,0,Campus,Bachelors,NYU,Statistics,,,,,,,,,,Bachelors,NYU,Statistics,
6290007,System Engineer,Engineering,Phone Screen,2016-11-02,Career Fair,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,,Bachelors,Harvard,Computer Science,
455336,Financial Analyst,Finance,New Application,2018-11-02,Campus Job Board,0,Campus,Bachelors,Georgia Tech,Political Science,,,,,,,,,,Bachelors,Georgia Tech,Political Science,
2823234,Associate Product Manager,Product,New Application,2016-02-12,Campus Job Board,0,Campus,Bachelors,University of Texas,Mathematics,Bachelors,Georgia Tech,Mathematics,,,,,,,Bachelors,University of Texas,Mathematics,
6103331,System Engineer,Engineering,Phone Screen,2018-12-24,Career Fair,0,Campus,Bachelors,Harvard,Mathematics,Masters,Harvard,Computer Science,Masters,University of Washington,Computer Science,,,,Masters,Harvard,Computer Science,
26118,System Engineer,Engineering,New Application,2018-10-28,Career Fair,0,Campus,Bachelors,UC Berkeley,Economics,,,,,,,,,,Bachelors,UC Berkeley,Economics,
2300612,Sr. Product Manager,Product,New Application,2017-08-14,Website,5,Experienced,PhD,MIT,Mathematics,Bachelors,Columbia,English,,,,,,,PhD,MIT,Mathematics,
2468,Operations Coordinator,Operations,New Application,2018-11-01,Campus Job Board,2,Campus,PhD,University of Texas,Statistics,Bachelors,Columbia,Mathematics,,,,,,,PhD,University of Texas,Statistics,Offer Response Pending
126176,Associate Relationship Manager,Sales,New Application,2018-10-20,Campus Job Board,0,Campus,Bachelors,University of Texas,Economics,Bachelors,University of Michigan,Statistics,,,,,,,Bachelors,University of Texas,Economics,
2454152,Sr. Product Manager,Product,New Application,2017-01-24,Agency,8,Experienced,Bachelors,Harvard,Management,Bachelors,Columbia,Statistics,,,,,,,Bachelors,Harvard,Management,
3743907,Operations Coordinator,Operations,New Application,2016-09-20,Campus Event,0,Campus,Bachelors,NYU,Economics,PhD,Columbia,Physics,,,,,,,PhD,Columbia,Physics,
2095962,Sr. Product Manager,Product,New Application,2016-06-01,Website,11,Experienced,Bachelors,University of Washington,Economics,,,,,,,,,,Bachelors,University of Washington,Economics,
100368,System Engineer,Engineering,New Application,2018-10-09,Career Fair,0,Campus,Bachelors,Georgia Tech,Computer Science,,,,,,,,,,Bachelors,Georgia Tech,Computer Science,
6077382,Business Operations Manager,Operations,Phone Screen,2016-05-01,Agency,7,Experienced,Masters,MIT,Business,Bachelors,University of Texas,Economics,,,,,,,Masters,MIT,Business,
25901,System Engineer,Engineering,New Application,2017-02-26,Advertisement,0,Campus,Bachelors,MIT,Statistics,,,,,,,,,,Bachelors,MIT,Statistics,
365406,Associate Relationship Manager,Sales,New Application,2017-09-22,Campus Job Board,1,Campus,Bachelors,NYU,Computer Science,Masters,NYU,Computer Science,Masters,University of Washington,Statistics,,,,Masters,NYU,Computer Science,
1275702,Associate Relationship Manager,Sales,New Application,2018-08-04,Campus Job Board,1,Campus,Bachelors,Vanderbilt,Mathematics,Bachelors,Harvard,Economics,,,,,,,Bachelors,Vanderbilt,Mathematics,
103452,Associate Product Manager,Product,New Application,2017-12-27,Campus Job Board,0,Campus,Bachelors,University of Michigan,Statistics,Bachelors,NYU,Computer Science,,,,,,,Bachelors,University of Michigan,Statistics,
1345632,System Engineer,Engineering,New Application,2016-12-22,Campus Event,1,Campus,Bachelors,Columbia,Statistics,PhD,NYU,Physics,,,,,,,PhD,NYU,Physics,
224234,System Engineer,Engineering,New Application,2016-11-20,Advertisement,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,,Bachelors,Harvard,Mathematics,
3059052,System Engineer,Engineering,New Application,2018-09-09,Career Fair,3,Campus,PhD,Harvard,Economics,Masters,Columbia,Computer Science,Masters,MIT,Statistics,Bachelors,Columbia,Computer Science,PhD,Harvard,Economics,
27218,Operations Generalist,Operations,New Application,2016-10-09,Campus Job Board,0,Campus,Bachelors,University of Texas,Mathematics,,,,,,,,,,Bachelors,University of Texas,Mathematics,
225243,Associate Product Manager,Product,New Application,2018-10-28,Career Fair,0,Campus,Bachelors,NYU,Computer Science,,,,,,,,,,Bachelors,NYU,Computer Science,
178811,Associate Relationship Manager,Sales,New Application,2018-03-10,Campus Job Board,0,Campus,Bachelors,University of Michigan,Economics,,,,,,,,,,Bachelors,University of Michigan,Economics,
6090774,Associate Product Manager,Product,Phone Screen,2016-09-04,Advertisement,2,Campus,PhD,MIT,Computer Science,Bachelors,Georgia Tech,English,,,,,,,PhD,MIT,Computer Science,
1680932,Associate Relationship Manager,Sales,In-House Interview,2018-01-21,Campus Job Board,0,Campus,Masters,Vanderbilt,Economics,Bachelors,Harvard,Political Science,Bachelors,Harvard,Economics,,,,Masters,Vanderbilt,Economics,
3453122,Associate Relationship Manager,Sales,New Application,2017-11-26,Campus Job Board,1,Campus,Masters,University of Washington,Statistics,Bachelors,Harvard,Psychology,,,,,,,Masters,University of Washington,Statistics,
6208656,Sr. Business Analyst,IT,Phone Screen,2016-05-28,Internal Referral,12,Experienced,Masters,University of Washington,Statistics,Bachelors,University of Texas,Business,Bachelors,University of Texas,Mathematics,,,,Masters,University of Washington,Statistics,
2327951,System Engineer,Engineering,New Application,2018-09-04,Career Fair,0,Campus,Bachelors,Georgia Tech,Statistics,,,,,,,,,,Bachelors,Georgia Tech,Statistics,
29261,Operations Coordinator,Operations,New Application,2016-09-02,Career Fair,0,Campus,Bachelors,Georgia Tech,Economics,,,,,,,,,,Bachelors,Georgia Tech,Economics,
139271,Associate Relationship Manager,Sales,New Application,2018-01-25,Campus Job Board,1,Campus,Bachelors,Columbia,Mathematics,Bachelors,University of Michigan,Sociology,,,,,,,Bachelors,Columbia,Mathematics,
2273442,Associate Relationship Manager,Sales,New Application,2016-02-28,Advertisement,0,Campus,Bachelors,Georgia Tech,Statistics,,,,,,,,,,Bachelors,Georgia Tech,Statistics,
203084,Associate Relationship Manager,Sales,New Application,2018-12-06,Campus Job Board,0,Campus,Bachelors,NYU,Sociology,,,,,,,,,,Bachelors,NYU,Sociology,
86720,System Engineer,Engineering,New Application,2018-09-22,Career Fair,0,Campus,Bachelors,UC Berkeley,Computer Science,,,,,,,,,,Bachelors,UC Berkeley,Computer Science,
3586436,Sr. Customer Service Operations Associate,Operations,New Application,2016-04-11,Outsourced,11,Experienced,Masters,Columbia,Business,Bachelors,NYU,Economics,,,,,,,Masters,Columbia,Business,
5736002,Business Operations Manager,Operations,New Application,2016-05-12,Agency,8,Experienced,Bachelors,NYU,Statistics,,,,,,,,,,Bachelors,NYU,Statistics,
3746606,System Engineer,Engineering,New Application,2016-12-02,Career Fair,3,Campus,Bachelors,NYU,Physics,Masters,Harvard,Mathematics,Masters,Columbia,Computer Science,,,,Masters,Harvard,Mathematics,
3039632,Operations Coordinator,Operations,New Application,2016-12-23,Campus Job Board,0,Campus,Bachelors,University of Michigan,Statistics,,,,,,,,,,Bachelors,University of Michigan,Statistics,
5285546,System Engineer,Engineering,New Application,2016-11-07,Website,2,Campus,PhD,NYU,Computer Science,Masters,Harvard,Mathematics,Bachelors,MIT,Statistics,,,,PhD,NYU,Computer Science,
123459,Associate Relationship Manager,Sales,New Application,2017-10-02,Campus Job Board,0,Campus,Bachelors,Columbia,Statistics,,,,,,,,,,Bachelors,Columbia,Statistics,
2182736,Sr. Product Manager,Product,Phone Screen,2018-06-23,Internal Referral,5,Experienced,Bachelors,Harvard,Political Science,,,,,,,,,,Bachelors,Harvard,Political Science,
6303377,Finance Manager,Finance,Phone Screen,2018-02-17,Website,7,Experienced,Bachelors,NYU,Business,PhD,NYU,Political Science,,,,,,,PhD,NYU,Political Science,
3224207,Sr. Software Engineer,Engineering,New Application,2018-04-06,Agency,6,Experienced,Bachelors,Harvard,Computer Science,,,,,,,,,,Bachelors,Harvard,Computer Science,
2423891,System Engineer,Engineering,New Application,2018-09-21,Campus Job Board,0,Campus,Bachelors,University of Texas,Statistics,Bachelors,University of Washington,Physics,Bachelors,University of Washington,Economics,,,,Bachelors,University of Texas,Statistics,
6216041,Operations Generalist,Operations,New Application,2016-09-28,Website,0,Campus,Bachelors,University of Washington,Economics,,,,,,,,,,Bachelors,University of Washington,Economics,
3811682,Operations Coordinator,Operations,New Application,2017-11-20,Website,2,Campus,Bachelors,UC Berkeley,Statistics,PhD,Georgia Tech,Computer Science,,,,,,,PhD,Georgia Tech,Computer Science,
1339334,System Engineer,Engineering,In-House Interview,2016-09-03,Career Fair,1,Campus,PhD,Columbia,Computer Science,Bachelors,Vanderbilt,Economics,,,,,,,PhD,Columbia,Computer Science,
77156,System Engineer,Engineering,New Application,2016-03-03,Website,0,Campus,Bachelors,Columbia,Computer Science,,,,,,,,,,Bachelors,Columbia,Computer Science,
366131,System Engineer,Engineering,New Application,2016-10-29,Website,0,Campus,PhD,Columbia,English,Bachelors,Harvard,Computer Science,,,,,,,PhD,Columbia,English,
522026,Associate Relationship Manager,Sales,New Application,2018-12-22,Campus Job Board,0,Campus,Bachelors,NYU,Psychology,,,,,,,,,,Bachelors,NYU,Psychology,
